Price,BusinessId,Category,CheckinCount,lat,long,Cluster
1,D6sriF-ak-e5D_MTsPc3wg,FastFood,9,35.091272,-80.88577,1
2,5p3Tqyp19UowO0-dAFvxMw,Asian,34,35.08442,-80.884608,1
1,T1jYZFB_7cqdhuvzpxfFWQ,AllTypes,81,35.085568,-80.884822,1
1,LT0AgHTpDifuHSXgyLmJwg,FastFood,59,35.228193,-80.846592,3
4,USdRzNk14UdjZWFgBJb0wA,American,14,35.231684,-80.839638,3
2,ePP0Eqz8JKSbtdt2phiB4A,American,422,35.23361,-80.840783,3
1,ASwN3Ih0Eh1oH0npLbzVjA,American,114,35.226324,-80.845949,3
4,Lt9o2RmacVY2L-IWLA8uTg,American,106,35.22865,-80.845006,3
1,gpCtDCSXIoQx70cq9itfNA,FastFood,85,35.223994,-80.846913,3
2,-6JY1T0w4XETux5kGOj84g,American,189,35.228985,-80.839671,3
2,WuCcv_Dyd_1B_1-4jwK7sQ,NightLife,552,35.228075,-80.841561,3
2,rT-iPtIXMKj3dTcl87lbOw,Asian,112,35.228129,-80.841488,3
1,6eOtk-hsb6uz_5FTsb4tkA,American,16,35.231025,-80.838127,3
2,4glD2-evDFddHjQaEVpCPQ,Asian,38,35.095238,-80.779082,1
2,ym9QwkmB5ZKTyj7q5huTDw,American,509,35.230194,-80.839336,3
1,OkPX0a9PUrhr6oNgE_FB_w,FastFood,19,35.224498,-80.84104,3
2,QMX1ssofSveU3qhVAKLnXA,Seafood,17,35.22533,-80.846156,3
1,XzhsJecsCYj-Wc32zOWqmg,AllTypes,8,35.233802,-80.841672,3
2,9fxTX1uyyYF4ugx68AG2sg,American,41,35.230158,-80.8473,3
1,utyqO_IVBAN8ULZmi52XaA,Asian,16,35.225825,-80.846495,3
1,9XKIFRBT-UTglX3wBGPAAA,AllTypes,10,35.224498,-80.84104,3
1,Heon0PS3J4RGmMa-VflCuA,FastFood,117,35.227317,-80.843148,3
2,mpDxBBGywUE6GRRKja3sBA,AllTypes,712,35.227318,-80.84013,3
2,6ICGve6UyGPuLaGrKQBVuw,FastFood,28,35.226995,-80.844191,3
2,NTfUFk8GyOLL1uPbEO-pVg,American,361,35.224456,-80.84547,3
1,_CFgU43jk6pX1cm_Nc1vHw,AllTypes,8,35.2238,-80.84461,3
1,e8kqqWU9247Nn5VAF5sDkQ,Italian,73,35.228129,-80.841488,3
1,SjsguOTm7kQ_B3QcfHH-3A,American,12,35.221277,-80.839268,3
3,z24h6ZYnZiWjlDTuLXG9jw,Italian,91,35.228129,-80.841488,3
1,WYnveDiSEXLCeNkLZrXibQ,American,13,35.227813,-80.841492,3
2,EwuvZCcVHkICgTbqCEjikA,American,96,35.228398,-80.854838,0
2,6SxAOEXHzNjWQMQ9Nnos3A,American,89,35.227813,-80.841492,3
2,kAid56AY_laxGYslMdsYJw,Italian,292,35.227462,-80.838894,3
3,CChwRoYVXA3QZulS8a6xOQ,American,304,35.228314,-80.841999,3
2,t5l-H2KdY4MQgLDMENz9WQ,American,46,35.228866,-80.841366,3
3,C9CF7p53Y0L5ErKRhhFhng,American,45,35.227931,-80.843719,3
1,-R7uChoaVzwNvPNMT1gOuw,American,36,35.22533,-80.846156,3
1,nkNdTqpv1m5GBKx8xrpluw,AllTypes,24,35.153939,-80.831755,1
1,LUylwiKNsS7_iumytRgAmw,FastFood,188,35.176106,-80.799651,3
3,TLrX4FECQDFz-E45TI_9ow,Seafood,52,35.228129,-80.841488,3
2,e5J3s-xxs1S6PPHJhldBEA,American,122,35.227841,-80.839475,3
1,DjnNu1sWHEJpNBnW7CSdzA,FastFood,16,35.22533,-80.846156,3
1,qqVmZ3H7j06pcJFaSA4pcg,American,31,35.230441,-80.838086,3
1,4-B5ou1FbGVjVEQd3FAoIA,FastFood,27,35.233802,-80.841672,3
2,PowgfhnMrRKscqecHZdLzQ,NightLife,5,35.228669,-80.84241,3
2,376PDtBpGi74Os08TvCkhg,AllTypes,136,35.225996,-80.847022,3
4,G5dIek0rXPTHlqlJpCNmpw,American,38,35.224662,-80.846146,3
1,v96eOvQGYHukDu_UWqNl4A,AllTypes,18,35.239174,-80.886314,0
2,ePogmFFQkAy68Ne0VVUGBg,American,6,35.227415,-80.84523,3
2,b856Q36EWKbwbm_XdJER8Q,American,17,35.095238,-80.779082,1
2,wpFOZbONc7qUYz6YmBfKuQ,AllTypes,146,35.162938,-80.886575,0
3,eaqJQP6bp7rQJQt5KqfvxQ,NightLife,146,35.227392,-80.840592,3
2,hBscDTusN57Ai0SnkQK8Sg,AllTypes,173,35.223866,-80.844683,3
1,d4t1qlm-mjhBmDUdboq5Uw,FastFood,35,35.212602,-80.833598,3
1,CDH2dyRcJUDPM1xj4AD0lQ,AllTypes,29,35.211879,-80.833826,3
1,JgGpBGMAb1Nc2Z5jVIwZMA,Asian,9,35.212075,-80.833737,3
1,L9D9xHVgCo71ZoO1ZBGOsQ,American,33,35.216101,-80.822107,3
3,uDoTFFud2mXE3VT1Jt9L5A,AllTypes,209,35.206798,-80.835124,3
1,FRYCe6Yc0rPzzloSWSsl1g,AllTypes,34,35.213685,-80.844951,0
2,MQnNtW1lHS-eid3QNUoUIw,Italian,310,35.209379,-80.835542,3
1,n2MTry6EWZKwDxxm9-povQ,FastFood,33,35.213153,-80.818204,3
2,nuCgH96Tfe6CFXznvmKdhA,Asian,143,35.206645,-80.835557,3
2,MMNBgMQCdwyVoNaHg0h_QA,AllTypes,497,35.215478,-80.828521,3
1,KT9EiMOGpAgFBwVG4GakNg,Asian,16,35.209379,-80.835542,3
1,c9D0yUos-jGOZaUv7SgCFw,FastFood,26,35.2124,-80.817112,3
2,oYo5e7TUAYGRdx_0rjohww,AllTypes,33,35.215654,-80.828298,3
2,l3mzaesyc90rxXt2d4HpTg,Italian,22,35.212358,-80.827592,3
1,8PsQqhrAH5uqJ7HODOmXYg,AllTypes,70,35.212005,-80.817991,3
1,cibtubYc6gd8T6Y-nPPByw,Asian,62,35.2124,-80.817112,3
1,nhPdxY-jbf-XVQ6Hq6qJPw,American,20,35.216323,-80.821777,3
1,G3EsKzy3i-CvrEDjZzTV0g,Asian,51,35.214453,-80.828062,3
3,TwwD5FQSe0vk1Ecp89HjEw,American,105,35.214074,-80.826589,3
2,jTGQUWGIVvL-aY03C5BEmw,NightLife,416,35.214525,-80.821084,3
1,YbqNbrnOEk2T0qIBbTivuQ,AllTypes,50,35.254417,-80.80088,3
1,CE6TWiZ1hraCilyXIfxu4w,American,12,35.26132,-80.81875,3
1,X7VdashktoAExx5ksEBLXQ,AllTypes,8,35.268769,-80.837852,3
1,xLWe6cylMsYl_TtmC9wlXA,FastFood,6,35.254958,-80.802188,3
3,OigTHfCur-D8Ne-bV1ngOg,American,3,35.234463,-80.933905,0
1,rpq5pRzrVPXt9wKm17LV7Q,American,44,35.19028,-80.930453,0
1,X-uPUUV7xPiKivsQzJD-wg,FastFood,55,35.219378,-80.945041,0
2,MCFxbw9hQYejyvg59T44TA,Italian,60,35.229312,-80.863368,0
1,q52H04woL1Oy1CVrUQu3bg,FastFood,8,35.238401,-80.884618,0
2,xopQn_MCE8bSBOyhsj6pVw,Italian,8,35.24406,-80.891997,0
1,P4r-LsB1ldgvlgli40Yu-Q,FastFood,42,35.228855,-80.923791,0
1,crKd3Kf3YYP8znwoMvcA-g,AllTypes,32,35.221112,-80.920249,0
1,tw3wtf5ou5TcuIvidn3cOQ,AllTypes,10,35.228524,-80.914573,0
1,M89wkxqAcXuVMtWh91BIjg,AllTypes,51,35.213753,-80.927661,0
2,diPvh48CJsNW0hsf9981ZA,American,24,35.24309,-80.889326,0
1,1AXQja1QV47FGU0Jp0CSxw,FastFood,85,35.228965,-80.925919,0
1,xP-6TN10JA_7C6-V1-JOEQ,American,61,35.234825,-80.920439,0
2,6Re0uCzZeFxVUo8R9eqqXw,FastFood,13,35.24609,-80.893248,0
1,cpxwd_iFG3Oh1LUMJn0rOQ,AllTypes,106,35.224489,-80.889125,0
1,DNr2McGXQLleQkJ0zaCBHQ,Italian,12,35.089797,-80.86844,1
1,4kM-mP7z1nP015R2Tlz1Tw,FastFood,58,35.14974,-80.833341,1
1,wtUaFgHGHnopdYh5m-a25Q,FastFood,16,35.148995,-80.83001,1
2,hIQRiE3UsYH7UsrsDwJwLA,American,308,35.148108,-80.831803,1
1,ON-DoD4En7AdUIXVhTG5hg,American,4,35.149547,-80.836587,1
1,WkD7OrSIHLzgOQo9wQHu-A,FastFood,158,35.116966,-80.857568,1
1,CxGK5_GoIhG9798zYPsvfA,Mexican,139,35.089838,-80.868412,1
1,IKUVWL75eSoC71G2fBphmA,Asian,89,35.09291,-80.859215,1
2,Y_OeiGhTm6ZEfZ1UQgM_wA,Asian,287,35.09224,-80.858953,1
2,hODaBUYzv0AbApej_bfZ-w,American,487,35.146036,-80.825232,1
2,4CPrhBc4Ado90fj7PG6jrA,Asian,276,35.146916,-80.827256,1
3,1gKBusJMk66ypwEKF0vOAA,American,114,35.146814,-80.827789,1
2,s-cFWOk9LXXZCrm4lKpjEg,Asian,128,35.147361,-80.833041,1
1,UzMMpUFwJhwUkHOyeXeWsQ,American,295,35.148393,-80.833416,1
1,KLYI39LFvsPzS_2-j9qgIA,American,63,35.157022,-80.875422,0
3,BOp3jcpYy31M85H1DLnEEw,Seafood,276,35.145671,-80.825569,1
2,Lw-01HQDswygHvAZfwkpxA,FastFood,101,35.093967,-80.865522,1
1,AvVRPaKoiYl1lrP8Voi0Fw,Italian,9,35.170856,-80.745702,2
2,UFvogJEUiLSJwyx2LSz2uQ,NightLife,19,35.172028,-80.746801,2
1,90ZdW5Hq-QHKFxLsO3T5FA,AllTypes,6,35.204011,-80.746165,3
1,dYW2bONI4ctcpc7d-Wk9Vw,FastFood,3,35.183472,-80.756938,2
1,KQqkkg5jaxIbdMIG4MJCIw,American,85,35.202473,-80.73581,2
1,AL259yRTSk5jQp6C4tjSiA,Mexican,15,35.187819,-80.757383,2
1,3IDt1SaDYwo6QKKV7gsuyQ,Italian,6,35.202695,-80.740247,2
1,dvRLvL3naAkkQtlTz0iI-Q,FastFood,13,35.184415,-80.756363,2
1,Lom8K4ZK5LIlRe2ZO90s9w,Asian,5,35.201622,-80.736859,2
1,CESMPxEWnj42f4nTXV3_yw,American,25,35.152222,-80.745487,2
2,F-e-sWfVd3eCYll3BP1QFA,American,861,35.316694,-80.740552,3
1,-s-OW4Kr9YY3SBmRdpgFdQ,American,53,35.188469,-80.761267,2
1,hS1ShVIy8qLrRv9VXFFcww,FastFood,9,35.243569,-80.938286,0
1,p_HFt0I92MHDNPWvdtyEBA,Mexican,149,35.242044,-80.939773,0
1,R2Ej1vlJyZ__BOLF1uMqpw,AllTypes,16,35.243171,-80.937398,0
2,z4KtKRuuwU6eJAI68ChE-w,Italian,3,35.273087,-80.935879,0
1,KpJeQaB0ca6k1-Wdduokqw,FastFood,45,35.244848,-80.937998,0
1,QfkktmltWkPW4yZ87198LQ,AllTypes,5,35.246108,-80.938098,0
1,0sbPpUIyTpcx90bLRsVx0w,American,26,35.321649,-80.952888,0
2,oDEaIbq68RkKu2z_kLeMdw,Asian,4,35.319499,-80.952736,0
1,mh1le9QGMrZLohAjfheJJg,FastFood,24,35.305592,-80.854973,3
2,7FZ9597M9LhHXGbBD-0VFg,AllTypes,50,35.305958,-80.854211,3
1,DPtF2QWAMllTudwSeWBbhA,AllTypes,26,35.327245,-80.944451,0
1,5WeccFfcgqpuHJiWegAclw,FastFood,21,35.286205,-80.905821,0
1,2iiCazdKZjFYy46FR8iySA,AllTypes,59,35.272411,-80.889855,0
1,va9aHf7SEIfKLnvOmeavIw,Asian,21,35.324686,-80.946323,0
2,687wG68J1XicP5YzMqKqFQ,AllTypes,60,35.307274,-80.850969,3
3,Khv_fiHqB4JcMkzzz7yd7Q,American,53,35.146969,-80.808616,1
2,r-pBY6vR_Iu5XhPRvPnquw,American,282,35.053472,-80.7708,1
1,t719u5GZY0yPX4U7t5whrg,FastFood,80,35.116099,-80.824258,1
1,TEI2iTi3qL3r0yz2Ha5iLQ,FastFood,53,35.089457,-80.868686,1
2,c2RzHxH4DQcH4A-a5FpidQ,Italian,25,35.086145,-80.849974,1
1,CnQpjJ37QT75YA_OAzqgDw,AllTypes,18,35.089034,-80.867606,1
2,IbWfpebkP64zWgc9-ZVtZA,American,84,35.088597,-80.8632,1
2,i-tKO0n-1Tq6sTFUrhg9-Q,Asian,144,35.088596,-80.861458,1
2,5pa2LaT37MOBBmUr36J-eQ,American,115,35.088556,-80.857383,1
1,pvaUE-Cmg6k37GQ-LluOLw,FastFood,69,35.087965,-80.858344,1
1,3IQSDaqbnqACADJWlXpRkA,FastFood,67,35.09827,-80.78361,1
2,P0aKJw8rb0DKLaGottHEAw,Asian,114,35.088069,-80.851205,1
2,4zr5_OOjwTdOEE7d_181RA,Asian,161,35.089035,-80.867055,1
2,qam5QKFE2a8MQBkxznrr3w,AllTypes,144,35.08565,-80.847489,1
2,DReLu6HuFOm4p-jYZpgQkw,Asian,236,35.089035,-80.867055,1
2,i-cEO98lTS10WH30FyKvGA,FastFood,78,35.088,-80.859157,1
1,-9Zy-3vhvOtsY5u2taOfQQ,American,45,35.090508,-80.868095,1
1,QoCjVVy4--QNyVRkzQTCEg,Asian,6,35.117117,-80.824515,1
2,xLZilmaLXY0r-dBFaiLxww,Asian,100,35.088597,-80.8632,1
2,f9WqdqHuZtwg41HDLSKaPA,Asian,77,35.086393,-80.848856,1
1,jm2VltGSjXCX6Da27Y-Ndw,Asian,7,35.096321,-80.78463,1
1,ukmUw9Lk6JjS6cndXlCj1A,FastFood,11,35.087245,-80.850262,1
2,NHIWIA3g7oLZ5gW1tpjf8w,American,157,35.088117,-80.861651,1
1,2kz1P9SlJNAndRkXk4bCDA,Mexican,98,35.085435,-80.847571,1
1,bffCUYaQ4FejTfu_xFwjyQ,AllTypes,38,35.227737,-80.8426,3
2,rg1-6A-8SKXGh_p-Abbyxg,Mexican,144,35.309226,-80.749288,3
1,fBX9zO0TYlI05G8Mw5xSBw,FastFood,60,35.32318,-80.732899,3
2,GNKcvMI0RyVQyEA4jNQXjQ,Italian,56,35.309226,-80.749288,3
2,SgjcjIxsAlVkcrtLaLxtTg,American,101,35.308705,-80.755472,3
1,JId-omv3reUpFcL0dhhegQ,FastFood,79,35.304535,-80.751047,3
2,UUs667cl2g2SjmWcOYgCVw,FastFood,12,35.317215,-80.739129,3
1,hlME5-P2CudNDCUSIX2cxQ,FastFood,114,35.300589,-80.752675,3
1,M8CC5_9vEvt1yOI2pnkvKA,FastFood,23,35.310622,-80.749274,3
2,CN6AB-R4OLsKxFhQ1Kk68g,AllTypes,163,35.308833,-80.750761,3
1,qC21Nl_OUfTr_xf8ZjzOcg,FastFood,101,35.304275,-80.748727,3
1,zOY-W35waCcBWDmjX7_MFQ,FastFood,60,35.312144,-80.745093,3
2,qZ1bDtcercwUw4w7trpVjQ,American,118,35.307846,-80.75423,3
2,98hOHm56D0Boz2LCg0-irg,American,43,35.311004,-80.75229,3
1,P9aM91bY6XHOY9ZfaLUYqQ,FastFood,49,35.31006,-80.75372,3
2,KxJ5DRcSo83N-GW4f_gMQQ,American,61,35.307416,-80.749782,3
1,tuR6sBN9IwyLEg6KiuEXTQ,FastFood,31,35.312144,-80.745093,3
2,1PSnPPFVfp03iPfJRPWWQw,Asian,163,35.30588,-80.754177,3
1,6SWPWj74qF_pEVgDM3-IpA,FastFood,166,35.310345,-80.752252,3
1,rHl7fCXz78i89rEaflTPvw,Asian,58,35.316675,-80.740521,3
2,3xdV-7di_YD3MVqs3Pa7-g,FastFood,157,35.303872,-80.749548,3
2,hvhogN-3cMny0Nrqbsjpkg,Italian,91,35.314615,-80.762724,3
1,7rsMIEq01gE12F7iRdzLEA,FastFood,86,35.340021,-80.765486,3
1,_naNO-mZQjTav4iLf5TFmA,FastFood,3,35.295969,-80.79768,3
2,UvuUOiP0oIgJ2H_8J6h6Zg,FastFood,17,35.317101,-80.74022,3
2,i3HfmM-evIOLpJ2wuTZVKA,American,90,35.316925,-80.778549,3
2,RbUCjIvGtgPY_cT6MJYxmQ,American,40,35.140279,-80.739163,2
1,xH9zGlw85wE3q5YJ5D230Q,FastFood,7,35.139018,-80.737035,2
1,n_t3HHkoR3TXomoBOcVZaQ,FastFood,22,35.138618,-80.738107,2
1,3LUpNAPfrbG3jOQgFGfquQ,AllTypes,21,35.137937,-80.735367,2
1,ZXl9KGsv-VEoDKCC_08j4A,FastFood,22,35.140732,-80.737817,2
1,UzbI1Da7X23bDLwPluj5Qg,Mexican,8,35.139018,-80.737035,2
1,NKDeqe-I2dD1MAtumoIyYQ,FastFood,5,35.13974,-80.736283,2
1,O6fEzyH0fRP7r8IbSnCgoA,Asian,17,35.140581,-80.73765,2
1,-2NCvK5807Nxs9GUb2Eo1g,Italian,26,35.137534,-80.739321,2
1,Ylef457BBvxuv7wq-20lkg,Asian,7,35.147409,-80.745722,2
1,51Tvv-QOiFeEcELzDuO1fQ,Asian,36,35.102267,-80.989844,0
1,AzW6M1E6KcrTDpQ0DkRt9A,FastFood,123,35.226366,-80.842911,3
1,iTjwgc3rHS5k3GptqIp2Uw,Mexican,98,35.227807,-80.844269,3
1,JmL5yzi5VJjcvzdsk-h7Ig,AllTypes,39,35.369227,-80.66625,3
2,BdJxCDS_FG_ICbEKssrLdQ,AllTypes,55,35.367297,-80.712858,3
2,iSIOHkFAh5-j9J6VUTDcww,American,70,35.365063,-80.706955,3
2,11_Py0PMSwvnok8K9I3AgA,Seafood,248,35.369547,-80.717399,3
1,-Z-I5r3zpDSp1RPFr0A41A,FastFood,106,35.371766,-80.717474,3
2,uSGhhtOXRfDxq3l-UC0IYQ,Italian,186,35.370904,-80.717037,3
2,2DDY0JRc8q8PApPEPF-vGQ,American,98,35.370904,-80.717037,3
3,gFwLFAWDBttqqq-6wpvBdw,AllTypes,29,35.364537,-80.716275,3
2,DvVSPUhnEnAy3Cm9k12cBw,American,96,35.370587,-80.718237,3
2,YWkH80nb-D2wPARF6j7soQ,American,128,35.368956,-80.711873,3
2,yGWjaYeSJ9O_LGlQwu3QCQ,American,62,35.368479,-80.721188,3
2,T7QTFV33o5r92Ny34a_HxQ,American,68,35.365298,-80.711294,3
1,WieJvOCmz-hqfIxdvvvsng,American,38,35.368005,-80.710715,3
2,hOcmFy49BErFtufa40Kfdw,Mexican,144,35.369155,-80.715969,3
1,_BQ5JOUWDRgBXNylMSVpOw,AllTypes,37,35.321252,-80.659654,3
1,f-bsqmSQhOKWpLreDQSWyw,Italian,70,35.069892,-80.676635,2
1,YLgdpJH_ggo5e2MVpV44iQ,AllTypes,7,35.081973,-80.65952,2
1,FrmxC1eFAlBak9uhf_H24A,American,31,35.077955,-80.667578,2
1,0QYucq-OkyThZzGdhONSHw,Asian,5,35.068985,-80.678691,2
1,HGBc1DBXYNU1d9suU_7fAQ,FastFood,14,35.084966,-80.660843,2
1,GWHU97SS-O8yUvFvANjHaQ,American,32,35.084718,-80.661412,2
1,BLh6-Vx-mvp91YqWl9SHiQ,American,20,35.130916,-80.712255,2
1,JXAIb_xnWnsbNAzkiTSa7w,FastFood,20,35.133979,-80.709968,2
2,BNweK7pzxuuUroi8inU_UQ,Mexican,156,35.134284,-80.712593,2
1,-I-UTl6NN6FJOJCcyei0wA,American,76,35.119131,-80.695743,2
1,QXN_L3rVNYtCzKiux7rcDg,FastFood,16,35.082584,-80.732596,2
1,0FQ8Kj6ZITbN8lrlIZOugA,Mexican,64,35.135721,-80.712684,2
2,w40G2sc3pZc9-puovMk97g,Seafood,133,35.12848,-80.709197,2
2,9RP4fZf3ZYvwtB4EkbHd4w,Asian,9,35.123323,-80.710313,2
2,zCWxbKIX6vFlPIqlZso0Mg,American,61,35.131584,-80.711345,2
1,vXE2s1dVvp7r0hK68juugg,Asian,49,35.08261,-80.732768,2
1,1OkZfDe0FqTPrvH1EG2knQ,Mexican,35,35.117393,-80.725534,2
2,M6546bwsz9XcwP0c71keIQ,FastFood,33,35.135196,-80.714683,2
1,Naj_zcvl1jwORIGv-TDbog,American,63,35.139946,-80.717058,2
2,mHFzBhhqDKyMRhM_wZI9Lw,American,52,35.116763,-80.721856,2
2,11EgWgfvmtToc2lg3DFo4A,American,75,35.135721,-80.712684,2
1,IB9lWC8oynRP_glTWIscaA,Italian,10,35.133861,-80.710146,2
2,KdSJITuZhQmuQv5NyXpHcg,NightLife,124,35.117787,-80.720017,2
1,PLjDXgMqReF1UaY0GsGJtA,Asian,10,35.135721,-80.712684,2
2,IgtucoxwDOo5yHV-tqXvRA,Seafood,117,35.130314,-80.711824,2
1,kjUmuScUubdQ9xzfvAT8mw,FastFood,70,35.129219,-80.702957,2
1,j2vhZd0f9cwVL6AbQPNEng,NightLife,11,35.116238,-80.722375,2
1,Wdr_1hlMGB6jtzjyKErMrQ,AllTypes,7,35.125836,-80.708606,2
1,e4ARfI4n_TGGS2rTdDrR8g,FastFood,10,35.127249,-80.70023,2
1,L0mp-XCQmQTVofyDKRG8mg,FastFood,9,35.119496,-80.69753,2
2,Ylc912KiXZkmlxY3b2lC7Q,Seafood,10,35.119717,-80.700551,2
1,wxVPOEVd8wCZ7Tp16izkhg,AllTypes,20,35.119823,-80.697931,2
2,i9nezIaHCoswCBSLCABkpA,Italian,109,35.083533,-80.733202,2
1,G0a9otwjPEhpDIpYvmr7xg,American,19,35.117763,-80.702553,2
1,rIySoGqQ4trrrOsagcDB5Q,AllTypes,24,35.125605,-80.729323,2
1,j67xKf0ofsDPcQ079ozMbg,American,41,35.132336,-80.712101,2
1,wgNl809rE3kToLmriILkkg,American,8,35.115403,-80.694453,2
1,tNwqDzmE31YlSQ0eA8e56Q,FastFood,3,35.10503,-80.683789,2
1,aQ7UI3BIDR35BxmtahckZA,FastFood,73,35.123349,-80.710076,2
1,yvNnNl1DqVRmVuvCBytxuw,FastFood,68,35.124484,-80.708559,2
1,dVaJUnxuKCDmkWLednTKtA,Mexican,21,35.128498,-80.702438,2
1,XJK9_0zBGjWRXADpQKCgog,FastFood,49,35.135236,-80.713938,2
2,1olAT5l8ZiKLVavyWkeElw,Asian,371,35.210017,-80.855878,0
2,aRSfth72sJgpSN2P6rm7sQ,NightLife,101,35.195134,-80.836894,0
2,gV9IOJ2YFSfTvg_IRjyHAg,FastFood,166,35.202046,-80.8437,0
1,_h-wWBfKI_cRnnOB5Bkgag,FastFood,92,35.213501,-80.855548,0
2,ROQQk4mCm4_tebvTEGjhEQ,FastFood,482,35.210553,-80.856673,0
1,-LHHCgIUZy49sUU4j03T2w,Mexican,373,35.215021,-80.856616,0
2,MDvjaN-ygRjaakP3ier8Ww,American,147,35.211226,-80.858755,0
1,ZZdCN4JWbON8GyJB5FDs7w,FastFood,37,35.214359,-80.862198,0
2,p0IjTgzRuUXKFtdWNFFg6g,American,170,35.200356,-80.843593,0
3,wr7ccnf1bTZeHaqYoOyjtA,American,325,35.210094,-80.857199,0
2,XiUxS327vVkwWtR2TgpxLw,American,3,35.33806,-80.824058,3
1,WUtPI9rJbs7ET1gPhULnDw,AllTypes,222,35.214347,-80.857537,0
1,xJX0u3s9AJOUBDpXkt1zMQ,FastFood,179,35.21158,-80.857638,0
3,iVTDzzvxHgv6kBSdfCSSoQ,American,254,35.210269,-80.860032,0
2,RrN4MxdYvn274w_TCBTTWQ,FastFood,447,35.209906,-80.859354,0
2,xmA5ZYJPzt0-Gyim2rynjA,Asian,246,35.21601,-80.852883,0
1,GjsA7N1j81TjBt7hT5H4YA,American,130,35.199513,-80.852044,0
2,_mrGYF6uScU24LcwshEqCA,AllTypes,135,35.202849,-80.844947,0
2,EOu5kwsz9XPyq5r-eWrOFQ,American,322,35.210988,-80.861,0
2,yTz8_GylkgCkuiBjSz8mIQ,American,295,35.21698,-80.854881,0
1,c_ZoCRssEFl7cKul3Wzm4Q,American,401,35.213531,-80.832457,3
1,G9qXYa0cQsj8Kwg2PXZ3TQ,AllTypes,75,35.199186,-80.841707,0
1,N31_Aw9VIOufgH3VtTBUbw,FastFood,154,35.207797,-80.860192,0
2,LxCf3sDhSiOWH_xJTQfFkg,Italian,227,35.200825,-80.843796,0
2,FTDaFgBzkJBAChfT7OIuUA,Seafood,169,35.214353,-80.854908,0
1,IcyboAdccBgNAVtJo4OMQQ,American,56,35.202684,-80.845571,0
1,JAlSA6XsscWZEL70JdgFYA,Mexican,134,35.200288,-80.843124,0
1,eNYj1h-K66IunsDKa13bUw,FastFood,44,35.17804,-80.854719,0
1,z-R68LIoRg9HH73TswMkHA,AllTypes,32,35.204736,-80.802239,3
2,n5eQnMnVVt3FfrFENYoU0g,Mexican,1015,35.247251,-80.805827,3
1,QJV9AxLMwCV5qYCOpItDqw,FastFood,83,35.220173,-80.812624,3
