business_id,checkin_count
oH-N5ONrsWK8jWuq8p653w,3
FtjvnLhh51ZBYEpKAARaFQ,174
z4cCguoHdU48pj6sXMIzqg,125
sbTF0cLKZH6_BP8BLARVDg,65
OxIeMVcop5oxBUWANi-1Rw,369
imzKM9-mgN1Yk_RIXx3IgA,31
1n0n_-Iz0e3iVpH8sereiA,18
IEHaU93HpEbdUO4z4bKzDw,5
9D4PMia-8WqCYXnr7TM0Pw,13
Jj7EE1vPUaKHykA7WzlIew,8
NeUf9FyCCIN4MEseNyqkXQ,601
JcP-IIrZkW_Yyv4a0yLRCw,11
4LcFKTr6Ah87VcxW2z5e6w,9
buVALudg30kgkDusqB3yJw,163
wHi8ODv7TGmeUB02XoX-mA,307
J7I85lTCEGr9-qp6AXPUjQ,165
WXpi9z1bqF9raZSW8z70Ow,55
DhDNNHZtaBxYNSqJz64ixg,16
PxP19Rb88OQKiSMl2oWNsg,43
9mwShpTgZofOujt4JfyGmw,162
porUqRPcw8GoTSvZoMH0ag,15
90Fqfzd8zD9AuuNBSv9lAg,67
DHAq_WmQwjk7gviKXwqnjg,15
shrMOQmX_SX-KualwYoAzA,17
BdTRQw4z-bxVfDlv-JSb7g,8
lRM-3Fwp3RkK-wecxO8P8w,15
cWe1Xoczmj2vD5h6BOrZYg,7
KEzIorUdFjqCuxbRxKPghA,20
f0lx8pPqhcMUCJgURzMUSw,27
pvGT62T6Ci1LKOS9DL42pg,25
SWzCFTM7KHc-MncD6xxOYQ,177
_JFJMiT1xo4A-F0LiG_0WQ,8
aqNwplp89UTe8dfGXj_yKA,36
OT3yVpDrDVITDCIYox8d9A,8
lVB0HB2PxC9OTtMcz0wagA,134
-yB1gsnF4gROLFWzZEImzg,6
8AskFIgGxqNb8RbcDCAfmA,16
A2XkbJ07hrR80t0EFgLikQ,15
3jPNfiRYdu-tlJM4OGF3og,3
NqmdaI1GX8LOTRYlMGlTsw,13
L5387MoRyx9orlRyYfCSPA,55
8BUJXN2fU15kclyTA3KhAw,3
dHDi4wCcjsOR6vcZ8oOIoA,96
hHUxynhRliO0rdjgPYesOw,55
AcD5G-u_GvLSnL4Vppq80A,9
41CXLCeB8z2oNdIOvnrzIA,73
F1dtFd0GnSioCfIo4gAtkw,6
YKQ09HGeV3_oiKp8NK7Zqg,5
NL1zxchs_XJPTdCQ-jqPDw,28
l2gPB9mqiHSbpwSUa7zrjg,7
gfpl_GyyY5uj6zJnIdzImQ,3
l-OmDgEd4QkZpyXVpkp2yA,37
0FgwBx7pgmNdUtsd_T8UYQ,73
SzHTdZR3yY1WBYUxkVxmUQ,25
WzQrtfz7DSQEv2CK82zhcg,31
gFT2yXDXJ1qfuGOSfSU5Bw,76
cg8b1FGcl-Sytfa8UlCcjg,46
UQSGL98JH8346Uv9B9Ec0g,81
kj3qws3WSMgOotUeACSdFA,99
uILvDDCgw63_KJsZMO9GvA,57
xgcZN3F2f9LxLASQK_xzhw,59
_aGVicux2dJm9sqzLSCJtg,13
XY3sN_2uusMSU9i1WINFeg,374
uUorjstNslr3gkIsVGtQAg,60
0Lsd35rHY6UtPFHjjxJ1LA,5
Z_6hNWPNC0O-IVZ5m3kBtg,20
Bza-l75OiKcMRmTYILpyfQ,9
-TSFapUMwdyyxoi2egkOhw,7
ky28rk4PPr-d-PvTnmneIQ,11
-nfzEVOVvmDSFbxvBsllGQ,26
HmG9zkBtRwttGE291q9b6g,28
AehuBK7aJZM76mAmQ7KL2w,25
2bBxE8pEbLBETejCi_aBeg,65
1E53rS8afK2jiLod8Jwy7A,5
tyXvO1G2qK3MUfaap30auw,28
niW0ggRVPW5fafcfImdK7w,386
Kro5LncwNKtp3ozb8DVvng,15
qCpd4c57U0LI7LKdAsCPbQ,3
AH1PrZQDIdjpKgy1z8XxUg,37
TASUnYvk_nvTUyKtroCJSA,74
XmdTkxKyJd7TuDLoiic1kg,198
nBl_NeArpL08MpoghDiA_A,58
J011r7mUV1QhgLJ7GkrtMw,69
A38wziZJdYoijhC5S6uWCQ,223
z4cguIVh7jL9tTPf5EqRcA,296
UjVUYZDmnTcWfEUvSRxTSg,3
bWWrrsPWuoHuAGUCgH8Tyg,209
-KQ283hJkBO12u8XOrlCcQ,123
SvoJ3Y3uqDfB4iGUaWXh8Q,50
CoeLG9kcKiJQL3TfuAjQUg,13
6xEl2PDJulIp1PfWqa7-aA,172
h5zKLqoNlMozvxdkRzSiYQ,17
Lm_mR5xDF91OeZw97ch41g,15
aj4XHn7jZ48euP4g8ape-Q,11
E_-4Y9vn-u-dPgp33TLRUQ,235
3G8_qVxaTkkO5b70_H8YDA,33
KnlNwiIELDWAR686Bk2WJg,7
XzaJf6WzpU7RsXTXzx72Xg,50
OmAWp8kUqXrW0umGdZgNUg,7
Msfys8NloDpAsWmhvC9T6A,30
PTS4MxQel-xzj5qWxVn3LQ,22
HzZmhlRNLtPkMI0egh9Oig,6
IvgKdlte_JNdd17XRxkOrg,15
xAtaxa8D7Sv58q94OMaNCA,26
bDK_jzy3Shx7jfn8_plNoA,17
PhIGoo9g6GBrqgH_6yZXXQ,56
uBW3PIKqc-_eyG1_vdJn1w,91
zczKkfpjz510tZK0SnHYDQ,20
DsxLIr-b6WlDn9YNsVBu_A,62
JrHGyyojkdJqc8pD8I3GEA,19
FD6OocZdFUfE2J5H0WN4fA,22
LN3OCT1xOedbf65xKzFSNw,72
CW4Qx9vk9D1o47Qgld5PLA,11
tQpYnf3P3Q_OQLYYJvlV-A,88
KH6stvNdq_aV0HvKw8P5yA,46
nUISXnW2Jo9ovnoFBIUY_Q,9
dxCqGkhtXq-9fYEsX7Mf6Q,190
--UE_y6auTgq3FXlvUMkbw,243
YTqSkgOiiI9HG3hNH7ovfg,32
vgXE1I7c9ElcfYyZfQiN1Q,228
-Nanlb7SYXObqQ6dZ49UOg,110
DiPbxquQQHSgz123I27Drg,59
3_3yJMo2dTPeq8woOW69IA,15
3zgswf_NfBJpeAoWeTkgMA,102
uOwuJJhGaiAzuaDY7-o14g,39
kel3Wb4pLYL0l2_QujLOWg,20
7XXmky6YYjsvKFwho_eavg,89
o_wRqOpli9kyZGXlJtLLdA,49
5MChfa-jZfMo3vBpolkSbw,49
sxeuOMBRllOHXJTaUlI9kQ,149
ptmsW2SSeFD2I6vspJs0lQ,46
r8jeeS3k_diihMDSu9IjlA,159
3OViesv3-RkPDyvdxW16sg,12
cKtBFMESwsUWxTv6QjkTGQ,40
cH8I7JgPXcrcutT1a3YrjQ,19
DEH4worm2017xT3KHLoyAw,11
dQjaHoo89bLymdMm4S5_1g,18
gCiKiqPGAC_ZVt5bBcwnrw,58
rbg3POnoegWx0RQ0KGd0sA,16
UjJMQguryo1jypomvOCZgg,4
dpRsK3JyaD3GKorVWzQUmA,20
vWnwaD-kykqiEc2Q0hbYsw,21
T4D7wX6GuCYChwRmser-0A,5
cESul2ojJOjadz-7BKB5eg,30
xUf11yTcoRagwNiJcY8GAA,5
hbFCv2Rginf9zjai-lKUNg,32
vs3UrHaSnzFOxmFU2UAfxQ,7
6-rJjW6ITl5o_FliiNgZRA,198
mPlWLIA4pkHMRtlQDm6UyQ,169
sa3xqElJEv97MazozLeszw,34
tDGZPb1XIR5yGCL7pNwU4g,11
MkrQV_nyxyC1F5ut5KxDMQ,62
KZlFb1qDi8YSZJH2A2Nn3A,23
i5bPwhPg6GqXvWMdl8a_SA,3
7FRn0CFWQmZFu8bcEqrXMw,11
1RV8xKft7cvG-OjED8_RIg,51
jJfTh2O3M2Q716akd9Dr9w,113
3obPG5F_6rbAu86CuiNW4g,7
jLgIlhi_A78JG-43C8e63Q,28
mugOAOmylJu5p85Jz_zqOQ,12
IrI9nBmRKIGFYnnmrHeqtQ,4
NaRkccIbBE3gt-3fne_bDA,159
MAg0VhVZ-zU3Ug7dvL3tCQ,9
oItmTIocKzvXlLgJhzQ5qw,23
yeOblic0w0FOlXwMhuGjwA,13
DJKpwLp4mISNDNDpNz67tw,59
7f7P9SCQgBRSMYXbsnDGDQ,5
yp4Erq_kG7Zi6Bssc07Oxg,7
1qUYk564SajvwTtkNM6KJA,275
2sNSF2ttXEQKV7gADC6-Pw,81
bbfdJ1dkwWNww1m_SfyDnQ,16
9SPwF-vRgtuHxciFxv5YLA,419
Cy9XgM3ZG2jZ1ganvolb6Q,125
LHyGQnuWR2q44bsrw1ZLAg,56
rgmptwPbBH1wLpiBHcbIhA,559
NUohh--5lVY8pu61uy9oEw,7
20DyG_lwW8ymzA-0dhQpsA,309
uXuiI-Y998JChGn-ebcSdw,32
i_nkxbd7feg44QkdbG05UA,175
eDWRhZxP_hUrgLgVZXlcuw,6
17Zp0inFGLaQsxMBapdh4Q,65
vSZDiKiF8vf9zt_BcDL7GQ,121
DkX3YoxhH4uADsgVgQThew,111
yWVY1Bq19lDxu3BP7_96EQ,106
yYyWwqPiLJO7eWRt0g_PBg,186
sQWSHCIH_HUT4HUXaxDaBA,88
Ig74RHJuf1DbDmJNWQ-HpQ,7
jwxhi--674LLCnvqJL7SRQ,67
rUQfZOengMpXFkLvJrNJ3g,8
GRrvJchtxskNDsGYUPPzzg,26
UnxC_75OQ3hS4bB_onepOw,7
Tfysaq2SdZAc5_TyPpuyLA,693
S0Sx_pYkZbneeQzxLm9MnA,12
bcJ005JZRd4tkNb7i6oynA,14
4q2nThFVuU3BZoEMkYQ1yg,59
Oq5MyNxNi-xuXdPOWR9O_g,18
Lgyc-00L5pAELhjwUjAz-w,61
-XU3QZBluANMAvzS9xGQAg,8
_iZjif9s-jF_Oju_1fhVog,7
xgK6AAhJ-cYBUCSaLzgTuw,159
Z-BI5HJmC2HcpiVuXwVM3A,41
R27IDAXpEPNGqCQ4uztrPQ,11
rYdzYIpVH_75GlHaj_ZfEg,3
VJG4T5gCHqav9Y96upKgUw,7
TIPebazlAGJsp8zAwhNkcw,55
TxKmAsKQjND5vbhBdUSyIA,290
cmGR1HS9ms233roSllcglw,53
n1dklY6GFnpVLKwQE6kxGw,39
mXHBxHrAJPnPWnm_OKuZTQ,52
Q9BXMPu2HnRDMq9X_2rHrQ,70
MW0EsqEBHmasU0vHYhRYcw,7
5nEnDOd9zKYa_J5SO56-LA,6
jeS38QWMVkA6S-4lMi1Frg,16
QlHQzegL2Ew3z5YgK0ZeOw,15
a8iKaMFikYzoARDkrxnybA,70
q5g_zeAdwsZQp0p9GPnTJw,3
FSm1Vy5jtDwsLSJxuNCOPw,15
T98g104RdMIWJSPjEGMBug,7
Sr98G9lk8nWMGOoxO_fUQA,4
7QBJDNVH6VPAStSvOM_lZA,6
Ln34kwDUNZPLhVhUqauLWQ,9
hxWwXE1mqNuSghYBr5bLWg,13
PfAjfYv2AA50NxwhLrJG8A,12
WrP8KeKTlWcjqQPj2DJKGQ,7
jrW-kJr9G8_CQK-o-QxH6A,25
AK8T92URfkOUoTAVd7l2EA,94
XxWRdwYhYqBeUelix0qSFg,31
-tcf1WSfc2iNRf75AMW6pw,20
dwz55gqPZwSBD74yFFb27g,58
nO4RO__VwwSN4gehjGdRDQ,13
I2qqSBe5sWwE9pkC6PgmqA,32
rEpubmz577MOhpDmWPH1uw,12
CnsdO-1gBlFaA7s-OexmyA,4
Fxwvp0igvTu6ZI4w-eNkwg,19
ufyh6h4GsR-RYY2lC_Iz7w,8
9VtaTbTKVK9sQVy4j2RO-w,28
PFAOxw4Gl8gm7PGWvohCWg,19
U12GISjtUQ7j9KMJ0nfnDQ,24
5z1TluGqhwVYrN7ZZPDW6g,20
xO09rJXkqonSRzUzcwjoFQ,153
xkrhaKM1YtiLEcorBI5zcQ,5
EZrCQtZxiEo1kkAYt2EQqw,15
HPcrrz8uipPQyK-5zd6w9Q,10
cbLaFQJOfzDy_TxMkPee9Q,6
P_Ks4SYvo_m4pHlPE8rOUQ,46
W-2Tuk4uWYm5BsdlWju8wg,26
Gz2bNUss7Y_dyy_lRtVGEw,4
c-Pa13Lq1eB0VwLVoyJ7lg,12
qTEO4gcno1KvKNduCfbNQQ,14
braCb_hHbrQ3BR0xG3yz6g,3
vtJAnB4gBgTJKv3mOnOF_w,10
qJTHaHFKQIKXKX3I17Nw9w,21
X52stQurJ042wHifv9ZwRA,23
JkF2CPy63ivoK1FUqprQ7w,12
OkV0BMQxRRYJ5t5sbeU93A,73
_2uA9B6jgtrQFaY0FIEwhQ,57
09wyHe0c2h2O2EvHOyhVcQ,12
uOBZaacwzRWwdWPDuns2aQ,42
tIdp3z6FcVfYfpnj_No7dA,41
maR-e-UJ1Wox1wtzkX3Y7Q,20
9suOKiqdG9WXJsf6hI9z_g,30
KNh_W0eOkpyrVRaIkH-gGQ,25
qYuSoVBS_1i_btLzFefDeg,17
5vLVIomtminS_q8itJquEQ,14
HlvPa_iypwt5RwUHl-Dz3g,3
ZOQAQe2n3lAihLLsTmS1aQ,26
2VuPoaFPktvtAqTX_Fzc-A,28
jyF0rwmQEIdDWVtP5vlf3w,61
7F9e41xxk8Ipjmoou8C20A,10
Z2ks3quiwbkMDY1sVDW9OQ,3
mAdtkJLHIVjbDnZlc5aQYg,155
iUTjkl0PGu5PVCPqKaLc_g,61
lX3XYcMWoRlHjrmkoGNefQ,24
ji0VxQpFQvzzYMy9fY5fvw,14
friprEn-aT_WmhmIF3pGmg,58
nOkZzMBNNGRRFMD1iwPLfw,5
efOhcTb4a8W0owxujAFp2A,61
FnmlFsoEp4HJyqidZRQ_-g,3
yzdBzVJ5nMflHwTH0MJzOA,56
2_0P2AmSSFtPgddio0MgYA,372
3pXGiCB0Db8ALF5-kLXrmA,146
VUjsoKN5kv5TNcNDbRo-ZQ,47
BO0zz8gort7o-6KuecIv3Q,101
YzK-OxLEvxF7_8O4BElhUg,34
_Bz6YWNI5bi0gqQI4GLvqQ,178
zKGGHa7AXr4EnPvBAaum5A,19
oU38GVk3Kmw7_LOVLSqqwA,50
ZCGUnRUyD8RcOqqd1bbd4A,3
AJyJOJKVDWrcIvgAX83eAA,54
SmxYzoYDxMRMahF-PO7gHg,11
5BCW9vDG1YRFqb55XfaNow,11
DLvH3Ck9R8fO_I89maDNIA,5
SVKC_-gIQFkHElZ6bFsE6g,146
_yZbIA76UR0cIgoq0jM5zQ,78
3RUAaZUyAf496YVID7bi1w,22
l2ynPEBj9S_yN9gjg32tBA,28
IN802r0RXjETAuQh6jS4JQ,12
AUDuCSWYzzRP3H2w7TxtuQ,137
y3NuPrPrv9OJi7L0RugtXg,19
rhmNETrxnZUcCOq--0iWaw,56
NRS-Snzp3Izblw2OmmlsuQ,75
Gw5POFxBRoJxN_ZYhk6lgQ,39
vfCG9DdqkK1rvqw2gT3sLQ,3
CyZ9PCtYv1hKeyTtWx__aw,785
DE_11y6_vCmPBlbeYskh-Q,45
H0S3kzLoL41WUjYe7mnVgw,28
h9PB44171nY0EYL7ugbQrg,4
4WsTFTH8GgnyFHwrH9nHzA,148
QMZe84KFyZy0IlCBb1v91A,26
VsoLWxAIwAsz08Mc2bkyWA,28
n3jucIUCSjIXrKU-ykIb0w,6
PVooCeYIrp9E2rtrL4R98g,24
WqPjIMFcT9RTMUumaCvGsw,16
EBuOgJoDgaYCXbqugPTj6w,37
UlY2l61fqYgOa1dvogNCRw,7
VTu63fFRaKQV_BgoU8rquw,4
_FEHNBg9a3cD8_pftIKOmg,15
D6sriF-ak-e5D_MTsPc3wg,9
5p3Tqyp19UowO0-dAFvxMw,34
Bl3C6qvkHOEo18nosLDJDg,21
xn1iIZmn55JfrpdDJ0TQnQ,21
nLTTeGZrT2S2xaUISCgrSw,5
T1jYZFB_7cqdhuvzpxfFWQ,81
fzpRf9YEyoSYM4MMpiFUbg,18
B1V_L06BQGf6KaggD3JQbA,6
tIfl0mu20ScP6Hqy5nF21w,24
SVI6dJhJCdmp6c-smgQ2dQ,32
59HuAvV6cPuVqaDL3yoFxA,38
1xZ7zuLKrcrG65kzlEO66A,58
LT0AgHTpDifuHSXgyLmJwg,59
RjQw9mIJPp6QJAOXJhihAw,4
5j704vZBOmW88yJLhnCOEA,96
zwwmnQXk8jhFs4wwU8I4Ow,69
6DDXjYE9g6KVH0qP_jJiUg,14
USdRzNk14UdjZWFgBJb0wA,14
ePP0Eqz8JKSbtdt2phiB4A,422
ASwN3Ih0Eh1oH0npLbzVjA,114
udbtIhRXiehLRQoMFKvNXg,94
Lt9o2RmacVY2L-IWLA8uTg,106
gpCtDCSXIoQx70cq9itfNA,85
x_EAlTmVEbNCxeqTXeEJMQ,489
-6JY1T0w4XETux5kGOj84g,189
IFwRwGoz4B7glSzA84NWcg,149
WuCcv_Dyd_1B_1-4jwK7sQ,552
rT-iPtIXMKj3dTcl87lbOw,112
vIXUw1cLG84-m8LzOg3f-w,115
fJ72j9pRjLcRzBA_EhB4-g,237
S-JGnMWqetTwpZdzP5tDzw,15
6eOtk-hsb6uz_5FTsb4tkA,16
4glD2-evDFddHjQaEVpCPQ,38
HoHRR9pdHehYp2W9iDK6kg,19
ym9QwkmB5ZKTyj7q5huTDw,509
BjJHiEjwELsXIXshAgnqUQ,49
OkPX0a9PUrhr6oNgE_FB_w,19
3agV-iW8yukcXpbHom3p3Q,14
QMX1ssofSveU3qhVAKLnXA,17
XzhsJecsCYj-Wc32zOWqmg,8
9fxTX1uyyYF4ugx68AG2sg,41
utyqO_IVBAN8ULZmi52XaA,16
9XKIFRBT-UTglX3wBGPAAA,10
4nFqPL-glgDm9v7bZptskQ,387
Fi5sQxROyTLp5qDuYKz6bQ,91
JYTbkOJ7tEbmHk67UAaxvg,18
ZCkgKNFAVHYQNam4I_T5Cw,5
BBo2Xa3MeC7EMuhhrSbycw,27
Hlel9C7zYx7PFru5tOeiAA,48
SVBFlJtfAiPDLvCbZC6wWw,66
frnJyUd335JCPDjKHc75OA,20
xSgactTrgrMqN6bO4_NitA,21
vKtMsWeAaThimXGo9Ic_Og,23
I9S-4czHzMVfKejCiAuXag,30
Dltf_Wkf_gK9k9IHQAa48w,231
YbtkXw0q6N31wGoumIFIzg,39
fHovFhbYJcy6y4oosMhM_A,85
