state,attributes.Price Range,business_id,full_address,categories,checkin_count,lat,long
NC,2,ePP0Eqz8JKSbtdt2phiB4A,28202,American,422,35.23361,-80.840783
NC,1,ASwN3Ih0Eh1oH0npLbzVjA,28202,American,114,35.2263237,-80.8459493
NC,4,Lt9o2RmacVY2L-IWLA8uTg,28202,American,106,35.2286502257605,-80.8450060579599
NC,1,gpCtDCSXIoQx70cq9itfNA,28202,FastFood,85,35.223994,-80.846913
NC,2,-6JY1T0w4XETux5kGOj84g,28202,American,189,35.228985,-80.839671
NC,2,WuCcv_Dyd_1B_1-4jwK7sQ,28202,NightLife,552,35.228075,-80.8415605
NC,2,rT-iPtIXMKj3dTcl87lbOw,28202,Asian,112,35.2281289,-80.841488
NC,1,6eOtk-hsb6uz_5FTsb4tkA,28202,American,16,35.2310245,-80.8381266
NC,2,4glD2-evDFddHjQaEVpCPQ,28277,Asian,38,35.095238,-80.779082
NC,2,ym9QwkmB5ZKTyj7q5huTDw,28202,American,509,35.230194,-80.839336
NC,1,OkPX0a9PUrhr6oNgE_FB_w,28202,FastFood,19,35.2244979,-80.84104
NC,2,QMX1ssofSveU3qhVAKLnXA,28202,Seafood,17,35.22533,-80.8461559
NC,1,XzhsJecsCYj-Wc32zOWqmg,28202,AllTypes,8,35.233802,-80.841672
NC,2,9fxTX1uyyYF4ugx68AG2sg,28202,American,41,35.230158,-80.8473
NC,1,utyqO_IVBAN8ULZmi52XaA,28202,Asian,16,35.225825,-80.846495
NC,1,9XKIFRBT-UTglX3wBGPAAA,28202,AllTypes,10,35.2244979,-80.84104
NC,1,Heon0PS3J4RGmMa-VflCuA,28202,FastFood,117,35.2273169,-80.843148
NC,2,mpDxBBGywUE6GRRKja3sBA,28202,AllTypes,712,35.2273178,-80.8401304
NC,2,6ICGve6UyGPuLaGrKQBVuw,28202,FastFood,28,35.226995,-80.844191
NC,2,NTfUFk8GyOLL1uPbEO-pVg,28202,American,361,35.224456,-80.84547
NC,1,_CFgU43jk6pX1cm_Nc1vHw,28202,AllTypes,8,35.2238,-80.84461
NC,1,e8kqqWU9247Nn5VAF5sDkQ,28202,Italian,73,35.2281289,-80.841488
NC,1,SjsguOTm7kQ_B3QcfHH-3A,28202,American,12,35.221277,-80.839268
NC,3,z24h6ZYnZiWjlDTuLXG9jw,28202,Italian,91,35.2281289,-80.841488
NC,1,WYnveDiSEXLCeNkLZrXibQ,28202,American,13,35.2278131,-80.8414916
NC,2,EwuvZCcVHkICgTbqCEjikA,28202,American,96,35.2283983,-80.8548383
NC,2,6SxAOEXHzNjWQMQ9Nnos3A,28202,American,89,35.2278131,-80.8414916
NC,2,kAid56AY_laxGYslMdsYJw,28202,Italian,292,35.2274621,-80.8388937
NC,3,CChwRoYVXA3QZulS8a6xOQ,28202,American,304,35.2283137726241,-80.8419989013275
NC,2,t5l-H2KdY4MQgLDMENz9WQ,28202,American,46,35.2288659,-80.8413659
NC,3,C9CF7p53Y0L5ErKRhhFhng,28202,American,45,35.2279308,-80.8437189
NC,1,-R7uChoaVzwNvPNMT1gOuw,28202,American,36,35.22533,-80.8461559
NC,1,nkNdTqpv1m5GBKx8xrpluw,28211,AllTypes,24,35.153939,-80.8317551
NC,1,LUylwiKNsS7_iumytRgAmw,28211,FastFood,188,35.176106,-80.799651
NC,3,TLrX4FECQDFz-E45TI_9ow,28202,Seafood,52,35.2281289,-80.841488
NC,2,e5J3s-xxs1S6PPHJhldBEA,28202,American,122,35.2278411,-80.8394745
NC,1,DjnNu1sWHEJpNBnW7CSdzA,28202,FastFood,16,35.22533,-80.8461559
NC,1,qqVmZ3H7j06pcJFaSA4pcg,28202,American,31,35.230441,-80.838086
NC,1,4-B5ou1FbGVjVEQd3FAoIA,28202,FastFood,27,35.233802,-80.841672
NC,2,PowgfhnMrRKscqecHZdLzQ,28202,NightLife,5,35.2286689,-80.84241
NC,2,376PDtBpGi74Os08TvCkhg,28202,AllTypes,136,35.225996,-80.847022
NC,4,G5dIek0rXPTHlqlJpCNmpw,28202,American,38,35.2246617,-80.8461455
NC,1,v96eOvQGYHukDu_UWqNl4A,28208,AllTypes,18,35.239174,-80.886314
NC,2,ePogmFFQkAy68Ne0VVUGBg,28202,American,6,35.227415,-80.84523
NC,2,b856Q36EWKbwbm_XdJER8Q,28277,American,17,35.095238,-80.779082
NC,2,wpFOZbONc7qUYz6YmBfKuQ,28217,AllTypes,146,35.1629379,-80.8865749
NC,3,eaqJQP6bp7rQJQt5KqfvxQ,28202,NightLife,146,35.227392,-80.840592
NC,2,hBscDTusN57Ai0SnkQK8Sg,28202,AllTypes,173,35.223866,-80.844683
NC,1,d4t1qlm-mjhBmDUdboq5Uw,28204,FastFood,35,35.2126019,-80.833598
NC,1,CDH2dyRcJUDPM1xj4AD0lQ,28204,AllTypes,29,35.211879,-80.833826
NC,1,JgGpBGMAb1Nc2Z5jVIwZMA,28204,Asian,9,35.212075,-80.833737
NC,1,L9D9xHVgCo71ZoO1ZBGOsQ,28204,American,33,35.216101,-80.822107
NC,3,uDoTFFud2mXE3VT1Jt9L5A,28204,AllTypes,209,35.206798,-80.8351239
NC,1,FRYCe6Yc0rPzzloSWSsl1g,28204,AllTypes,34,35.213685,-80.844951
NC,2,MQnNtW1lHS-eid3QNUoUIw,28204,Italian,310,35.2093789,-80.8355422
NC,1,n2MTry6EWZKwDxxm9-povQ,28204,FastFood,33,35.213153,-80.818204
NC,2,nuCgH96Tfe6CFXznvmKdhA,28204,Asian,143,35.2066447334936,-80.8355569839478
NC,2,MMNBgMQCdwyVoNaHg0h_QA,28204,AllTypes,497,35.2154777,-80.8285213
NC,1,KT9EiMOGpAgFBwVG4GakNg,28204,Asian,16,35.2093789,-80.8355422
NC,1,c9D0yUos-jGOZaUv7SgCFw,28204,FastFood,26,35.2124,-80.817112
NC,2,oYo5e7TUAYGRdx_0rjohww,28204,AllTypes,33,35.215653858224,-80.8282980343933
NC,2,l3mzaesyc90rxXt2d4HpTg,28204,Italian,22,35.212358,-80.827592
NC,1,8PsQqhrAH5uqJ7HODOmXYg,28204,AllTypes,70,35.212005,-80.817991
NC,1,cibtubYc6gd8T6Y-nPPByw,28204,Asian,62,35.2124,-80.817112
NC,1,nhPdxY-jbf-XVQ6Hq6qJPw,28204,American,20,35.216323,-80.821777
NC,1,G3EsKzy3i-CvrEDjZzTV0g,28204,Asian,51,35.214453,-80.828062
NC,3,TwwD5FQSe0vk1Ecp89HjEw,28204,American,105,35.2140739,-80.826589
NC,2,jTGQUWGIVvL-aY03C5BEmw,28204,NightLife,416,35.214525,-80.821084
NC,1,YbqNbrnOEk2T0qIBbTivuQ,28206,AllTypes,50,35.2544169,-80.80088
NC,1,CE6TWiZ1hraCilyXIfxu4w,28206,American,12,35.26132,-80.81875
NC,1,X7VdashktoAExx5ksEBLXQ,28206,AllTypes,8,35.2687693,-80.8378516
NC,1,xLWe6cylMsYl_TtmC9wlXA,28206,FastFood,6,35.254958,-80.802188
NC,3,OigTHfCur-D8Ne-bV1ngOg,28208,American,3,35.234463,-80.933905
NC,1,rpq5pRzrVPXt9wKm17LV7Q,28208,American,44,35.19028,-80.930453
NC,1,X-uPUUV7xPiKivsQzJD-wg,28208,FastFood,55,35.219378,-80.945041
NC,2,MCFxbw9hQYejyvg59T44TA,28208,Italian,60,35.229312,-80.863368
NC,1,q52H04woL1Oy1CVrUQu3bg,28208,FastFood,8,35.238401,-80.884618
NC,2,xopQn_MCE8bSBOyhsj6pVw,28208,Italian,8,35.2440597,-80.8919965
NC,1,P4r-LsB1ldgvlgli40Yu-Q,28208,FastFood,42,35.228855,-80.923791
NC,1,crKd3Kf3YYP8znwoMvcA-g,28208,AllTypes,32,35.221112,-80.920249
NC,1,tw3wtf5ou5TcuIvidn3cOQ,28208,AllTypes,10,35.228524,-80.914573
NC,1,M89wkxqAcXuVMtWh91BIjg,28208,AllTypes,51,35.2137529,-80.927661
NC,2,diPvh48CJsNW0hsf9981ZA,28208,American,24,35.24309,-80.889326
NC,1,1AXQja1QV47FGU0Jp0CSxw,28208,FastFood,85,35.2289648,-80.9259185
NC,1,xP-6TN10JA_7C6-V1-JOEQ,28208,American,61,35.2348251,-80.920439
NC,2,6Re0uCzZeFxVUo8R9eqqXw,28208,FastFood,13,35.24609,-80.893248
NC,1,cpxwd_iFG3Oh1LUMJn0rOQ,28208,AllTypes,106,35.2244894,-80.8891254
NC,1,DNr2McGXQLleQkJ0zaCBHQ,28210,Italian,12,35.089797,-80.86844
NC,1,4kM-mP7z1nP015R2Tlz1Tw,28210,FastFood,58,35.1497403163914,-80.8333414793015
NC,1,wtUaFgHGHnopdYh5m-a25Q,28210,FastFood,16,35.1489946559782,-80.830010175705
NC,2,hIQRiE3UsYH7UsrsDwJwLA,28210,American,308,35.148108,-80.8318029
NC,1,ON-DoD4En7AdUIXVhTG5hg,28210,American,4,35.149547,-80.836587
NC,1,WkD7OrSIHLzgOQo9wQHu-A,28210,FastFood,158,35.1169659300918,-80.8575681073039
NC,1,CxGK5_GoIhG9798zYPsvfA,28210,Mexican,139,35.089838,-80.868412
NC,1,IKUVWL75eSoC71G2fBphmA,28210,Asian,89,35.0929099,-80.8592146
NC,2,Y_OeiGhTm6ZEfZ1UQgM_wA,28210,Asian,287,35.0922399,-80.858953
NC,2,hODaBUYzv0AbApej_bfZ-w,28210,American,487,35.146036,-80.825232
NC,2,4CPrhBc4Ado90fj7PG6jrA,28210,Asian,276,35.146916,-80.827256
NC,3,1gKBusJMk66ypwEKF0vOAA,28210,American,114,35.146814,-80.827789
NC,2,s-cFWOk9LXXZCrm4lKpjEg,28210,Asian,128,35.1473609,-80.833041
NC,1,UzMMpUFwJhwUkHOyeXeWsQ,28210,American,295,35.1483931202698,-80.833416448883
NC,1,KLYI39LFvsPzS_2-j9qgIA,28210,American,63,35.157022,-80.875422
NC,3,BOp3jcpYy31M85H1DLnEEw,28210,Seafood,276,35.145671,-80.825569
NC,2,Lw-01HQDswygHvAZfwkpxA,28210,FastFood,101,35.093967,-80.865522
NC,1,AvVRPaKoiYl1lrP8Voi0Fw,28212,Italian,9,35.170856,-80.745702
NC,2,UFvogJEUiLSJwyx2LSz2uQ,28212,NightLife,19,35.172028,-80.746801
NC,1,90ZdW5Hq-QHKFxLsO3T5FA,28212,AllTypes,6,35.204011,-80.746165
NC,1,dYW2bONI4ctcpc7d-Wk9Vw,28212,FastFood,3,35.183472,-80.756938
NC,1,KQqkkg5jaxIbdMIG4MJCIw,28212,American,85,35.202473,-80.73581
NC,1,AL259yRTSk5jQp6C4tjSiA,28212,Mexican,15,35.187819,-80.757383
NC,1,3IDt1SaDYwo6QKKV7gsuyQ,28212,Italian,6,35.202695,-80.740247
NC,1,dvRLvL3naAkkQtlTz0iI-Q,28212,FastFood,13,35.184415,-80.7563629
NC,1,Lom8K4ZK5LIlRe2ZO90s9w,28212,Asian,5,35.201622,-80.736859
NC,1,CESMPxEWnj42f4nTXV3_yw,28212,American,25,35.152222,-80.745487
NC,2,F-e-sWfVd3eCYll3BP1QFA,28262,American,861,35.3166944318598,-80.7405517995358
NC,1,-s-OW4Kr9YY3SBmRdpgFdQ,28212,American,53,35.188469,-80.761267
NC,1,hS1ShVIy8qLrRv9VXFFcww,28214,FastFood,9,35.243569,-80.938286
NC,1,p_HFt0I92MHDNPWvdtyEBA,28214,Mexican,149,35.242044,-80.939773
NC,1,R2Ej1vlJyZ__BOLF1uMqpw,28214,AllTypes,16,35.2431709,-80.937398
NC,2,z4KtKRuuwU6eJAI68ChE-w,28214,Italian,3,35.2730869,-80.935879
NC,1,KpJeQaB0ca6k1-Wdduokqw,28214,FastFood,45,35.244848,-80.9379979
NC,1,QfkktmltWkPW4yZ87198LQ,28214,AllTypes,5,35.246108,-80.938098
NC,1,0sbPpUIyTpcx90bLRsVx0w,28214,American,26,35.321649,-80.952888
NC,2,oDEaIbq68RkKu2z_kLeMdw,28214,Asian,4,35.319499,-80.952736
NC,1,mh1le9QGMrZLohAjfheJJg,28216,FastFood,24,35.305592,-80.854973
NC,2,7FZ9597M9LhHXGbBD-0VFg,28216,AllTypes,50,35.3059579,-80.854211
NC,1,DPtF2QWAMllTudwSeWBbhA,28216,AllTypes,26,35.327245,-80.944451
NC,1,5WeccFfcgqpuHJiWegAclw,28216,FastFood,21,35.286205,-80.905821
NC,1,2iiCazdKZjFYy46FR8iySA,28216,AllTypes,59,35.2724109,-80.8898552
NC,1,va9aHf7SEIfKLnvOmeavIw,28216,Asian,21,35.3246860206127,-80.9463234990835
NC,2,687wG68J1XicP5YzMqKqFQ,28216,AllTypes,60,35.307274,-80.850969
NC,3,Khv_fiHqB4JcMkzzz7yd7Q,28226,American,53,35.1469687,-80.8086157
NC,2,r-pBY6vR_Iu5XhPRvPnquw,28104,American,282,35.053472,-80.7708
NC,1,t719u5GZY0yPX4U7t5whrg,28226,FastFood,80,35.116099,-80.824258
NC,1,TEI2iTi3qL3r0yz2Ha5iLQ,28226,FastFood,53,35.089457,-80.868686
NC,2,c2RzHxH4DQcH4A-a5FpidQ,28226,Italian,25,35.086145,-80.849974
NC,1,CnQpjJ37QT75YA_OAzqgDw,28226,AllTypes,18,35.089034,-80.867606
NC,2,IbWfpebkP64zWgc9-ZVtZA,28226,American,84,35.088597,-80.8632
NC,2,i-tKO0n-1Tq6sTFUrhg9-Q,28226,Asian,144,35.088596,-80.861458
NC,2,5pa2LaT37MOBBmUr36J-eQ,28226,American,115,35.088556,-80.857383
NC,1,pvaUE-Cmg6k37GQ-LluOLw,28226,FastFood,69,35.0879649,-80.858344
NC,1,3IQSDaqbnqACADJWlXpRkA,28226,FastFood,67,35.0982703,-80.7836097
NC,2,P0aKJw8rb0DKLaGottHEAw,28226,Asian,114,35.088069,-80.8512049
NC,2,4zr5_OOjwTdOEE7d_181RA,28226,Asian,161,35.089035,-80.8670549
NC,2,qam5QKFE2a8MQBkxznrr3w,28226,AllTypes,144,35.08565,-80.847489
NC,2,DReLu6HuFOm4p-jYZpgQkw,28226,Asian,236,35.089035,-80.8670549
NC,2,i-cEO98lTS10WH30FyKvGA,28226,FastFood,78,35.088,-80.859157
NC,1,-9Zy-3vhvOtsY5u2taOfQQ,28210,American,45,35.0905079,-80.868095
NC,1,QoCjVVy4--QNyVRkzQTCEg,28226,Asian,6,35.117117,-80.824515
NC,2,xLZilmaLXY0r-dBFaiLxww,28226,Asian,100,35.088597,-80.8632
NC,2,f9WqdqHuZtwg41HDLSKaPA,28226,Asian,77,35.086393,-80.848856
NC,1,jm2VltGSjXCX6Da27Y-Ndw,28226,Asian,7,35.096321,-80.78463
NC,1,ukmUw9Lk6JjS6cndXlCj1A,28226,FastFood,11,35.0872448,-80.8502616
NC,2,NHIWIA3g7oLZ5gW1tpjf8w,28226,American,157,35.088117,-80.861651
NC,1,2kz1P9SlJNAndRkXk4bCDA,28226,Mexican,98,35.0854349,-80.847571
NC,1,bffCUYaQ4FejTfu_xFwjyQ,28246,AllTypes,38,35.227737,-80.8425996
NC,2,rg1-6A-8SKXGh_p-Abbyxg,28262,Mexican,144,35.309226,-80.749288
NC,1,fBX9zO0TYlI05G8Mw5xSBw,28262,FastFood,60,35.32318,-80.732899
NC,2,GNKcvMI0RyVQyEA4jNQXjQ,28262,Italian,56,35.309226,-80.749288
NC,2,SgjcjIxsAlVkcrtLaLxtTg,28262,American,101,35.308705,-80.755472
NC,1,JId-omv3reUpFcL0dhhegQ,28262,FastFood,79,35.3045349,-80.7510469
NC,2,UUs667cl2g2SjmWcOYgCVw,28262,FastFood,12,35.317215,-80.739129
NC,1,hlME5-P2CudNDCUSIX2cxQ,28262,FastFood,114,35.300589,-80.752675
NC,1,M8CC5_9vEvt1yOI2pnkvKA,28262,FastFood,23,35.310622,-80.749274
NC,2,CN6AB-R4OLsKxFhQ1Kk68g,28262,AllTypes,163,35.308833,-80.750761
NC,1,qC21Nl_OUfTr_xf8ZjzOcg,28262,FastFood,101,35.3042746,-80.7487266
NC,1,zOY-W35waCcBWDmjX7_MFQ,28262,FastFood,60,35.312144,-80.745093
NC,2,qZ1bDtcercwUw4w7trpVjQ,28262,American,118,35.307846,-80.75423
NC,2,98hOHm56D0Boz2LCg0-irg,28262,American,43,35.3110039,-80.75229
NC,1,P9aM91bY6XHOY9ZfaLUYqQ,28262,FastFood,49,35.31006,-80.75372
NC,2,KxJ5DRcSo83N-GW4f_gMQQ,28262,American,61,35.307416,-80.749782
NC,1,tuR6sBN9IwyLEg6KiuEXTQ,28262,FastFood,31,35.312144,-80.745093
NC,2,1PSnPPFVfp03iPfJRPWWQw,28262,Asian,163,35.3058802,-80.754177
NC,1,6SWPWj74qF_pEVgDM3-IpA,28262,FastFood,166,35.310345,-80.752252
NC,1,rHl7fCXz78i89rEaflTPvw,28262,Asian,58,35.316675,-80.740521
NC,2,3xdV-7di_YD3MVqs3Pa7-g,28262,FastFood,157,35.303872,-80.749548
NC,2,hvhogN-3cMny0Nrqbsjpkg,28262,Italian,91,35.314615,-80.762724
NC,1,7rsMIEq01gE12F7iRdzLEA,28262,FastFood,86,35.3400209,-80.7654858
NC,1,_naNO-mZQjTav4iLf5TFmA,28262,FastFood,3,35.295969,-80.79768
NC,2,UvuUOiP0oIgJ2H_8J6h6Zg,28262,FastFood,17,35.3171014,-80.74022
NC,2,i3HfmM-evIOLpJ2wuTZVKA,28262,American,90,35.316925,-80.7785485
NC,2,RbUCjIvGtgPY_cT6MJYxmQ,28270,American,40,35.140279,-80.739163
NC,1,xH9zGlw85wE3q5YJ5D230Q,28270,FastFood,7,35.139018,-80.737035
NC,1,n_t3HHkoR3TXomoBOcVZaQ,28270,FastFood,22,35.138618,-80.738107
NC,1,3LUpNAPfrbG3jOQgFGfquQ,28270,AllTypes,21,35.1379372,-80.7353674
NC,1,ZXl9KGsv-VEoDKCC_08j4A,28270,FastFood,22,35.140732,-80.737817
NC,1,UzbI1Da7X23bDLwPluj5Qg,28270,Mexican,8,35.139018,-80.737035
NC,1,NKDeqe-I2dD1MAtumoIyYQ,28270,FastFood,5,35.1397397,-80.7362833
NC,1,O6fEzyH0fRP7r8IbSnCgoA,28270,Asian,17,35.140581,-80.73765
NC,1,-2NCvK5807Nxs9GUb2Eo1g,28270,Italian,26,35.137534,-80.739321
NC,1,Ylef457BBvxuv7wq-20lkg,28270,Asian,7,35.147409,-80.745722
NC,1,51Tvv-QOiFeEcELzDuO1fQ,28278,Asian,36,35.1022672,-80.9898436
NC,1,AzW6M1E6KcrTDpQ0DkRt9A,28280,FastFood,123,35.226366,-80.842911
NC,1,iTjwgc3rHS5k3GptqIp2Uw,28282,Mexican,98,35.227807,-80.844269
NC,1,JmL5yzi5VJjcvzdsk-h7Ig,28027,AllTypes,39,35.3692266,-80.66625
NC,2,BdJxCDS_FG_ICbEKssrLdQ,28027,AllTypes,55,35.3672972,-80.7128584
NC,2,iSIOHkFAh5-j9J6VUTDcww,28027,American,70,35.3650629,-80.7069552
NC,2,11_Py0PMSwvnok8K9I3AgA,28027,Seafood,248,35.3695469342973,-80.7173985207285
NC,1,-Z-I5r3zpDSp1RPFr0A41A,28027,FastFood,106,35.3717656,-80.7174743
NC,2,uSGhhtOXRfDxq3l-UC0IYQ,28027,Italian,186,35.3709044,-80.7170369
NC,2,2DDY0JRc8q8PApPEPF-vGQ,28027,American,98,35.3709044,-80.7170369
NC,3,gFwLFAWDBttqqq-6wpvBdw,28027,AllTypes,29,35.3645368,-80.7162754
NC,2,DvVSPUhnEnAy3Cm9k12cBw,28027,American,96,35.370587,-80.718237
NC,2,YWkH80nb-D2wPARF6j7soQ,28025,American,128,35.368956,-80.711873
NC,2,yGWjaYeSJ9O_LGlQwu3QCQ,28027,American,62,35.368479,-80.7211883
NC,2,T7QTFV33o5r92Ny34a_HxQ,28027,American,68,35.3652981,-80.7112942
NC,1,WieJvOCmz-hqfIxdvvvsng,28027,American,38,35.3680053,-80.7107147
NC,2,hOcmFy49BErFtufa40Kfdw,28027,Mexican,144,35.369155,-80.715969
NC,1,_BQ5JOUWDRgBXNylMSVpOw,28075,AllTypes,37,35.3212518,-80.6596541
NC,1,f-bsqmSQhOKWpLreDQSWyw,28079,Italian,70,35.069892,-80.6766353
NC,1,YLgdpJH_ggo5e2MVpV44iQ,28079,AllTypes,7,35.081973,-80.65952
NC,1,FrmxC1eFAlBak9uhf_H24A,28079,American,31,35.077955,-80.6675779
NC,1,0QYucq-OkyThZzGdhONSHw,28079,Asian,5,35.0689849,-80.6786911
NC,1,HGBc1DBXYNU1d9suU_7fAQ,28079,FastFood,14,35.084966,-80.660843
NC,1,GWHU97SS-O8yUvFvANjHaQ,28079,American,32,35.0847179,-80.6614121
NC,1,BLh6-Vx-mvp91YqWl9SHiQ,28105,American,20,35.130916,-80.712255
NC,1,JXAIb_xnWnsbNAzkiTSa7w,28105,FastFood,20,35.1339789,-80.709968
NC,2,BNweK7pzxuuUroi8inU_UQ,28105,Mexican,156,35.1342838,-80.7125931
NC,1,-I-UTl6NN6FJOJCcyei0wA,28105,American,76,35.119131,-80.6957429
NC,1,QXN_L3rVNYtCzKiux7rcDg,28105,FastFood,16,35.082584,-80.732596
NC,1,0FQ8Kj6ZITbN8lrlIZOugA,28105,Mexican,64,35.1357209,-80.712684
NC,2,w40G2sc3pZc9-puovMk97g,28105,Seafood,133,35.12848,-80.709197
NC,2,9RP4fZf3ZYvwtB4EkbHd4w,28105,Asian,9,35.123323,-80.710313
NC,2,zCWxbKIX6vFlPIqlZso0Mg,28105,American,61,35.1315842,-80.7113447
NC,1,vXE2s1dVvp7r0hK68juugg,28105,Asian,49,35.08261,-80.7327679
NC,1,1OkZfDe0FqTPrvH1EG2knQ,28105,Mexican,35,35.117393,-80.725534
NC,2,M6546bwsz9XcwP0c71keIQ,28105,FastFood,33,35.135196,-80.7146829
NC,1,Naj_zcvl1jwORIGv-TDbog,28105,American,63,35.139946,-80.717058
NC,2,mHFzBhhqDKyMRhM_wZI9Lw,28105,American,52,35.1167627,-80.7218555
NC,2,11EgWgfvmtToc2lg3DFo4A,28105,American,75,35.1357209,-80.712684
NC,1,IB9lWC8oynRP_glTWIscaA,28105,Italian,10,35.133861,-80.710146
NC,2,KdSJITuZhQmuQv5NyXpHcg,28105,NightLife,124,35.117787,-80.720017
NC,1,PLjDXgMqReF1UaY0GsGJtA,28105,Asian,10,35.1357209,-80.712684
NC,2,IgtucoxwDOo5yHV-tqXvRA,28105,Seafood,117,35.130314,-80.7118239
NC,1,kjUmuScUubdQ9xzfvAT8mw,28105,FastFood,70,35.129219,-80.702957
NC,1,j2vhZd0f9cwVL6AbQPNEng,28105,NightLife,11,35.116238,-80.7223754
NC,1,Wdr_1hlMGB6jtzjyKErMrQ,28105,AllTypes,7,35.125836,-80.708606
NC,1,e4ARfI4n_TGGS2rTdDrR8g,28105,FastFood,10,35.127249,-80.70023
NC,1,L0mp-XCQmQTVofyDKRG8mg,28105,FastFood,9,35.119496,-80.69753
NC,2,Ylc912KiXZkmlxY3b2lC7Q,28105,Seafood,10,35.119717,-80.700551
NC,1,wxVPOEVd8wCZ7Tp16izkhg,28105,AllTypes,20,35.1198229,-80.697931
NC,2,i9nezIaHCoswCBSLCABkpA,28105,Italian,109,35.083533,-80.733202
NC,1,G0a9otwjPEhpDIpYvmr7xg,28105,American,19,35.117763,-80.702553
NC,1,rIySoGqQ4trrrOsagcDB5Q,28105,AllTypes,24,35.125605,-80.7293229
NC,1,j67xKf0ofsDPcQ079ozMbg,28105,American,41,35.132336,-80.712101
NC,1,wgNl809rE3kToLmriILkkg,28105,American,8,35.115403,-80.6944529
NC,1,tNwqDzmE31YlSQ0eA8e56Q,28105,FastFood,3,35.10503,-80.683789
NC,1,aQ7UI3BIDR35BxmtahckZA,28105,FastFood,73,35.123349,-80.710076
NC,1,yvNnNl1DqVRmVuvCBytxuw,28105,FastFood,68,35.1244838531244,-80.7085589207548
